name,minecraft_version,author,created_at,forum_url
[1.6.6] Redstone Burnout Fix,1.6.6,satinxs,20/06/2011,http://www.minecraftforum.net/topic/394986-166-redstone-burnout-fix/
[V1.6.6] World Generators,1.6.6,TheGameKid,19/06/2011,http://www.minecraftforum.net/topic/390429-v166-world-generators/
[1.6.6]FlatTerrain[ModLoader],1.6.6,CTUCK312,13/06/2011,http://www.minecraftforum.net/topic/377922-166flatterrainmodloader/
[1.6.6] Colored Blocks - now with right click coloring!,1.6.6,Canotsa,8/5/2011,http://www.minecraftforum.net/topic/311739-166-colored-blocks-now-with-right-click-coloring/
[1.6.6] Cr4pSnip3r's Mods -- ForveverDesert,1.6.6,Cr4pSnip3r,4/6/2011,http://www.minecraftforum.net/topic/360390-166-cr4psnip3rs-mods-forveverdesert/
[1.6.6] StrongerNetherrack! [WIP] [0.1],1.6.6,NetShock,4/6/2011,http://www.minecraftforum.net/topic/360915-166-strongernetherrack-wip-01/
[1.6.6] Instamine v1.0 *UPDATE*,1.6.6,Brofessional,29/06/2011,http://www.minecraftforum.net/topic/411366-166-instamine-v10-update/
[1.6.6] Jacoblab1's Mods!,1.6.6,jacoblab,25/05/2011,http://www.minecraftforum.net/topic/338826-166-jacoblab1s-mods/
[1.6.6]NoMoo 1.1,1.6.6,sevenfour,22/06/2011,http://www.minecraftforum.net/topic/398244-166nomoo-11/
[1.6.6] Tall grass lag fix,1.6.6,Black_Moons,14/06/2011,http://www.minecraftforum.net/topic/379146-166-tall-grass-lag-fix/
[1.6.6] Charcoal into coal,1.6.6,savagehart,11/6/2011,http://www.minecraftforum.net/topic/374512-166-charcoal-into-coal/
[1.6.6] HipoShovel v1.2 (A present for SlyFox),1.6.6,Cr4pSnip3r,5/6/2011,http://www.minecraftforum.net/topic/363770-166-hiposhovel-v12-a-present-for-slyfox/
[1.6.6] Korthek's new paintings v1.2,1.6.6,Korthek,5/4/2011,http://www.minecraftforum.net/topic/244960-166-kortheks-new-paintings-v12/
[1.6.6] Creeper Blocks!,1.6.6,SwitchFlipChip,3/6/2011,http://www.minecraftforum.net/topic/358736-166-creeper-blocks/
[1.6.6] Jordan's Mobs,1.6.6,jordz0005,18/06/2011,http://www.minecraftforum.net/topic/387587-166-jordans-mobs/
[1.6.6]Bedrock Remover[Fun],1.6.6,Xzumo,16/05/2011,http://www.minecraftforum.net/topic/325696-166bedrock-removerfun/
"[1.6.6][SMP/SSP]Devilstone - New Toolset, Crops, Explosives[MODLOADER]",1.6.6,Re_Write,14/06/2011,http://www.minecraftforum.net/topic/379452-166smpsspdevilstone-new-toolset-crops-explosivesmodloader/
[1.6.6] Huggable Zombies Mod,1.6.6,jordz0005,8/6/2011,http://www.minecraftforum.net/topic/368550-166-huggable-zombies-mod/
[1.6.6] C-ServerList [v1.2],1.6.6,cody123100,6/5/2011,http://www.minecraftforum.net/topic/306821-166-c-serverlist-v12/
[1.6.6] NoPayCheck,1.6.6,eyecikjou567,3/6/2011,http://www.minecraftforum.net/topic/358395-166-nopaycheck/
[1.6.6]Softercraft,1.6.6,gamecast,1/6/2011,http://www.minecraftforum.net/topic/354926-166softercraft/
[1.6.6] Moar Stack Limit !,1.6.6,Jaby,31/05/2011,http://www.minecraftforum.net/topic/352418-166-moar-stack-limit/
[1.6.6][smp] Stone fences!! updated to 1.6.6,1.6.6,dumb11o1,29/05/2011,http://www.minecraftforum.net/topic/348367-166smp-stone-fences-updated-to-166/
[1.6.6] LeeDawg69's Mob Pack,1.6.6,Leedawg69,16/06/2011,http://www.minecraftforum.net/topic/383526-166-leedawg69s-mob-pack/
[1.6.6] XXMYSTERYXX's Mods!- Mudstone!,1.6.6,xxmysteryxx,11/6/2011,http://www.minecraftforum.net/topic/374730-166-xxmysteryxxs-mods-mudstone/
[1.6.6] Steve Mobs!,1.6.6,jordz0005,10/6/2011,http://www.minecraftforum.net/topic/372312-166-steve-mobs/
[1.6.6]Awesome Ores,1.6.6,Sheepgobeep,9/6/2011,http://www.minecraftforum.net/topic/369926-166awesome-ores/
[1.6.6] StickCraft [Version 0.5],1.6.6,PandaK551,8/6/2011,http://www.minecraftforum.net/topic/368982-166-stickcraft-version-05/
"[V1.6.6] The No-Fall mod, stop sand and gravel falling.",1.6.6,Danaan,7/6/2011,http://www.minecraftforum.net/topic/366692-v166-the-no-fall-mod-stop-sand-and-gravel-falling/
[1.6.6] Instant-Mine Bedrock,1.6.6,jordz0005,7/6/2011,http://www.minecraftforum.net/topic/366789-166-instant-mine-bedrock/
[1.6.6] Stained Glass Mod,1.6.6,xSIXx,7/6/2011,http://www.minecraftforum.net/topic/367047-166-stained-glass-mod/
[1.6.6] Reverse Psychology,1.6.6,infam0use,30/06/2011,http://www.minecraftforum.net/topic/412696-166-reverse-psychology/
[1.6.6] Benji's Creeper Mod [v1.00],1.6.6,Zorlin,30/06/2011,http://www.minecraftforum.net/topic/415053-166-benjis-creeper-mod-v100/
[1.6.6]More TNT- added throw-able dynamite!,1.6.6,TheFlyGuy06,19/06/2011,http://www.minecraftforum.net/topic/390028-166more-tnt-added-throw-able-dynamite/
[1.6.6] Super Hard Mode!,1.6.6,carbuck456,19/06/2011,http://www.minecraftforum.net/topic/390095-166-super-hard-mode/
[1.6.6] Tipped Tools,1.6.6,JoshClarke97,19/06/2011,http://www.minecraftforum.net/topic/390483-166-tipped-tools/
[1.6.6]IronColor,1.6.6,Break95410,14/06/2011,http://www.minecraftforum.net/topic/380106-166ironcolor/
[1.6.6] Fishinrod mod,1.6.6,Deadblade97,13/06/2011,http://www.minecraftforum.net/topic/378361-166-fishinrod-mod/
[1.6.6] TUNNEL WATCHER Mod,1.6.6,weirdo12,11/6/2011,http://www.minecraftforum.net/topic/373455-166-tunnel-watcher-mod/
[1.6.6] Merbo's Mods -- New ORE!,1.6.6,Merbo,10/6/2011,http://www.minecraftforum.net/topic/371274-166-merbos-mods-new-ore/
[1.6.6]More Achievements v 0.2a,1.6.6,JasonsMod,7/6/2011,http://www.minecraftforum.net/topic/367002-166more-achievements-v-02a/
[1.6.6]The Legend of Moon Crossing*BETA*,1.6.6,wakko151,5/6/2011,http://www.minecraftforum.net/topic/362026-166the-legend-of-moon-crossingbeta/
[1.6.6] Full Speed & Toggleable Sneak,1.6.6,41ex,5/6/2011,http://www.minecraftforum.net/topic/362702-166-full-speed-toggleable-sneak/
[1.6.6][WIP] 0.1 Extra Ores!,1.6.6,skrall3119,30/04/2011,http://www.minecraftforum.net/topic/297237-166wip-01-extra-ores/
[1.6.6] Padded Wooden Armor Mod [It makes sense],1.6.6,yuukikaihou,21/06/2011,http://www.minecraftforum.net/topic/396337-166-padded-wooden-armor-mod-it-makes-sense/
[1.6.6] bow's and sword's!,1.6.6,drackomagico,19/06/2011,http://www.minecraftforum.net/topic/389795-166-bows-and-swords/
[1.6.6] EASY Mod!!!,1.6.6,weirdo12,8/6/2011,http://www.minecraftforum.net/topic/368491-166-easy-mod/
[1.6.6] One With Nature,1.6.6,SuicidalCooki3,8/6/2011,http://www.minecraftforum.net/topic/369310-166-one-with-nature/
[1.6.6] EasyWolf [WIP] (More features soon!),1.6.6,Mr.Jake:),6/6/2011,http://www.minecraftforum.net/topic/365520-166-easywolf-wip-more-features-soon/
[1.6.6] MonsterSpawner Mod - Wompa's Mods,1.6.6,Wompa244,1/6/2011,http://www.minecraftforum.net/topic/353327-166-monsterspawner-mod-wompas-mods/
[1.6.6] More Cows,1.6.6,iBloodyWarrior,26/06/2011,http://www.minecraftforum.net/topic/402289-166-more-cows/
[1.6.6] Minecraft enhanced adventures,1.6.6,brenster2223,18/07/2011,http://www.minecraftforum.net/topic/485149-166-minecraft-enhanced-adventures/
Instaminecraft v1.0 [1.6.6],1.6.6,happy2183,18/06/2011,http://www.minecraftforum.net/topic/387466-instaminecraft-v10-166/
[1.6.6] Dirt Physics v1.0,1.6.6,Davo49,17/06/2011,http://www.minecraftforum.net/topic/386074-166-dirt-physics-v10/
[1.6.6]Minecraft Ultimate Mod Pack[v1.1],1.6.6,CarlosCH1221,15/06/2011,http://www.minecraftforum.net/topic/381321-166minecraft-ultimate-mod-packv11/
"[1.6.6] Tree, No Tree [PRANK][RELEASE]",1.6.6,kairus101,6/6/2011,http://www.minecraftforum.net/topic/364633-166-tree-no-tree-prankrelease/
Reece's Easy Create [1.6.6],1.6.6,reeceaclarke,3/6/2011,http://www.minecraftforum.net/topic/357948-reeces-easy-create-166/
[1.6.6] Craft the Nature [No damage to saves][(Razor mod)],1.6.6,bestcat,1/6/2011,http://www.minecraftforum.net/topic/354966-166-craft-the-nature-no-damage-to-savesrazor-mod/
[1.6.6] Blockhopper's Posts & Beams [v1.0],1.6.6,Blockhopper,29/06/2011,http://www.minecraftforum.net/topic/410581-166-blockhoppers-posts-beams-v10/
[1.6.6] MoreCraft - More Recipes,1.6.6,Funestus,15/06/2011,http://www.minecraftforum.net/topic/382042-166-morecraft-more-recipes/
[1.6.6]X-Ray MOD,1.6.6,igemini,14/06/2011,http://www.minecraftforum.net/topic/379779-166x-ray-mod/
[1.6.6] [visuals] pretty particles,1.6.6,nil0bject,12/6/2011,http://www.minecraftforum.net/topic/376861-166-visuals-pretty-particles/
[1.6.6]Disable those annoying spy chickens[1.0],1.6.6,jamesy012,12/6/2011,http://www.minecraftforum.net/topic/377073-166disable-those-annoying-spy-chickens10/
"[1.6.6] Staraptor737's Epic Mod! v.02 (Easier to mine redstone, glass-like Obsidian!)",1.6.6,Staraptor737,5/6/2011,http://www.minecraftforum.net/topic/363127-166-staraptor737s-epic-mod-v02-easier-to-mine-redstone-glass-like-obsidian/
[V1.6.6] SGF1 Mods [Weaker Obsidian + Weaker Logs] [Update!],1.6.6,StudioGhibliFreak1,5/5/2011,http://www.minecraftforum.net/topic/305546-v166-sgf1-mods-weaker-obsidian-weaker-logs-update/
[1.6.6] Tree Of Light,1.6.6,webkiller8,3/6/2011,http://www.minecraftforum.net/topic/358149-166-tree-of-light/
[1.6.6] Ghost Pigs B-Gone [Client Fix],1.6.6,KingCold999,27/06/2011,http://www.minecraftforum.net/topic/404962-166-ghost-pigs-b-gone-client-fix/
[1.6.6] More Gravity Blocks (Meant For Pistons),1.6.6,TheSecondSam,26/06/2011,http://www.minecraftforum.net/topic/401313-166-more-gravity-blocks-meant-for-pistons/
[1.6.6]Xenone's Mods[Mod List],1.6.6,Xenone,24/07/2011,http://www.minecraftforum.net/topic/499765-166xenones-modsmod-list/
[1.6.6] Sam's Mods! (V0.1),1.6.6,MrITkid,21/06/2011,http://www.minecraftforum.net/topic/397475-166-sams-mods-v01/
[1.6.6] Mo'Flowers [MORE COLORS],1.6.6,CrusoCraruso,21/06/2011,http://www.minecraftforum.net/topic/398031-166-moflowers-more-colors/
BeachCraft[1.6.6],1.6.6,fippy103,19/06/2011,http://www.minecraftforum.net/topic/391196-beachcraft166/
[1.6.6] [SMP/(SSP)] Adventure Map Mod v0.4,1.6.6,eyecikjou567,17/06/2011,http://www.minecraftforum.net/topic/385638-166-smpssp-adventure-map-mod-v04/
[1.6.6] qwerty's Copper [v1.0],1.6.6,qwerty4978,16/06/2011,http://www.minecraftforum.net/topic/383300-166-qwertys-copper-v10/
[1.6.6] Dog Treats,1.6.6,Kyle Crafty,16/06/2011,http://www.minecraftforum.net/topic/383387-166-dog-treats/
[1.6.6] [MODLOADER] Magical Glass,1.6.6,Azurn,13/06/2011,http://www.minecraftforum.net/topic/378452-166-modloader-magical-glass/
[MOD] [1.6.6] The Block,1.6.6,LukeyLol,12/6/2011,http://www.minecraftforum.net/topic/376430-mod-166-the-block/
[1.6.6] IntheLittleWood Mob[v 0.4],1.6.6,iiCALLmeNOOBY,8/6/2011,http://www.minecraftforum.net/topic/367736-166-inthelittlewood-mobv-04/
[1.6.6] Synthetic Clay!,1.6.6,Grimmz,6/6/2011,http://www.minecraftforum.net/topic/364296-166-synthetic-clay/
[1.6.6] Hawk Mods: RealistiCraft v0.95,1.6.6,hawks18305,5/6/2011,http://www.minecraftforum.net/topic/362648-166-hawk-mods-realisticraft-v095/
[1.6.6]QuickMultiplayer v1.1,1.6.6,CookieWarrior,2/6/2011,http://www.minecraftforum.net/topic/357265-166quickmultiplayer-v11/
[1.6.6] Sword Mod,1.6.6,ReApeR9295,2/6/2011,http://www.minecraftforum.net/topic/357454-166-sword-mod/
[1.6.6] Enchanced Gathering v1.0,1.6.6,ToXiCiFiCaTioN,1/6/2011,http://www.minecraftforum.net/topic/353297-166-enchanced-gathering-v10/
[1.6.6] SignSavior,1.6.6,Etag,1/6/2011,http://www.minecraftforum.net/topic/355405-166-signsavior/
[1.6.6]TNTOptima[Makes TNT lag less],1.6.6,Danaan,22/06/2011,http://www.minecraftforum.net/topic/400813-166tntoptimamakes-tnt-lag-less/
[1.6.6] Link2356's Mods (Notch Mob!),1.6.6,UsedtoBeLink2356,18/06/2011,http://www.minecraftforum.net/topic/387248-166-link2356s-mods-notch-mob/
Glass Drops [1.6.6],1.6.6,jpond,17/06/2011,http://www.minecraftforum.net/topic/385365-glass-drops-166/
[1.6.6]Draghi's Mods[Multiple][Server][Client],1.6.6,Draghi,15/05/2011,http://www.minecraftforum.net/topic/323116-166draghis-modsmultipleserverclient/
[1.6.6] Killa Tool/Weapons Mod [v1.0],1.6.6,KillaBeast39,13/06/2011,http://www.minecraftforum.net/topic/377092-166-killa-toolweapons-mod-v10/
"[1.6.6]Jaffa Cakes, Tea, Chocolate and Jam!",1.6.6,Jamezo97,11/6/2011,http://www.minecraftforum.net/topic/373700-166jaffa-cakes-tea-chocolate-and-jam/
[1.6.6]Spikes mod!,1.6.6,dementor561,9/6/2011,http://www.minecraftforum.net/topic/369585-166spikes-mod/
[1.6.6]CryingObsidian[ModLoader],1.6.6,CTUCK312,5/6/2011,http://www.minecraftforum.net/topic/362846-166cryingobsidianmodloader/
[1.6.6] Monster Burger!,1.6.6,Blobby1996,29/06/2011,http://www.minecraftforum.net/topic/411749-166-monster-burger/
[1.6.6] New Creeper Mod,1.6.6,CoCoChris929,20/05/2011,http://www.minecraftforum.net/topic/329843-166-new-creeper-mod/
[V1.6.6] Incantatio v1.0 [Bukkit Plugin] [SMP],1.6.6,orion304,18/06/2011,http://www.minecraftforum.net/topic/387572-v166-incantatio-v10-bukkit-plugin-smp/
[1.6.6] X-Ray Glass & Clay Return,1.6.6,benny_graham,11/6/2011,http://www.minecraftforum.net/topic/373474-166-x-ray-glass-clay-return/
[1.6.6] Reversibles [ModLoader],1.6.6,sakki54,10/6/2011,http://www.minecraftforum.net/topic/372914-166-reversibles-modloader/
"[1.6.6] [Updated! V1.2] The Craft-Everything"" Mod!""",1.6.6,Vanellieice,3/6/2011,http://www.minecraftforum.net/topic/358520-166-updated-v12-the-craft-everything-mod/
[1.6.6] SpawnerCraft [v. 0.5],1.6.6,gethero,3/6/2011,http://www.minecraftforum.net/topic/358623-166-spawnercraft-v-05/
[1.6.6]Glowing stone,1.6.6,Sebo211,3/6/2011,http://www.minecraftforum.net/topic/358996-166glowing-stone/
[1.6.6]Haystack,1.6.6,sienok,1/6/2011,http://www.minecraftforum.net/topic/354425-166haystack/
[W.I.P] [1.6.6] Barney's Mods! - Magical Ores!,1.6.6,weejordan,1/6/2011,http://www.minecraftforum.net/topic/354550-wip-166-barneys-mods-magical-ores/
[1.6.6] aligator's little Redstone-Mods,1.6.6,aligator,31/05/2011,http://www.minecraftforum.net/topic/352944-166-aligators-little-redstone-mods/
[1.6.6] ReceiveGlass/w Ice,1.6.6,Wompa244,31/05/2011,http://www.minecraftforum.net/topic/353233-166-receiveglassw-ice/
[1.6.6]brett122798's mods- My first mod!,1.6.6,brett122798,30/06/2011,http://www.minecraftforum.net/topic/414823-166brett122798s-mods-my-first-mod/
[1.6.6] Zanthinium Ore!,1.6.6,pplcallmechris,27/06/2011,http://www.minecraftforum.net/topic/403609-166-zanthinium-ore/
[1.6.6] BronzeCraft [New Minerals],1.6.6,GamerXA1,22/06/2011,http://www.minecraftforum.net/topic/400308-166-bronzecraft-new-minerals/
[1.6.6] CraftableOres,1.6.6,666mayhem666,21/06/2011,http://www.minecraftforum.net/topic/397333-166-craftableores/
[1.6.6] Aluminum Mod by David Sun,1.6.6,David4819,20/06/2011,http://www.minecraftforum.net/topic/391479-166-aluminum-mod-by-david-sun/
Adventure Mode [1.6.6],1.6.6,happy2183,19/06/2011,http://www.minecraftforum.net/topic/389747-adventure-mode-166/
[1.6.6] Glow-vines,1.6.6,Psientist,18/06/2011,http://www.minecraftforum.net/topic/387695-166-glow-vines/
[1.6.6] More Flowers and Seeds,1.6.6,Psientist,18/06/2011,http://www.minecraftforum.net/topic/387738-166-more-flowers-and-seeds/
[1.6.6] Planes/Vehicles/TMI/Minimap M0DP4CK,1.6.6,WinCamXP,14/06/2011,http://www.minecraftforum.net/topic/379021-166-planesvehiclestmiminimap-m0dp4ck/
[1.6.6] MageCraft,1.6.6,Dervish,12/6/2011,http://www.minecraftforum.net/topic/375802-166-magecraft/
[V1.6.6] DiamondTools!+,1.6.6,dfdfdffg213,12/6/2011,http://www.minecraftforum.net/topic/376944-v166-diamondtools/
[1.6.6] RnT's Mud,1.6.6,MrTheGrox,4/6/2011,http://www.minecraftforum.net/topic/361437-166-rnts-mud/
[1.6.6] Zombe Flight Mod INSTALLER,1.6.6,Shafferane,3/6/2011,http://www.minecraftforum.net/topic/358255-166-zombe-flight-mod-installer/
[1.6.6]Redstone Armor[NEW LOOK][WIP,1.6.6,Lycanth,2/6/2011,http://www.minecraftforum.net/topic/355880-166redstone-armornew-lookwip/
[1.6.6]Exploding Snowballs (v1.0),1.6.6,orreo140,2/6/2011,http://www.minecraftforum.net/topic/356765-166exploding-snowballs-v10/
[1.6.6] Lapis Lazuli - Finally Useful!,1.6.6,Stephen.Abbott,1/6/2011,http://www.minecraftforum.net/topic/353544-166-lapis-lazuli-finally-useful/
[1.6.6] Flower Decorations[1.1] uses ModLoader!!,1.6.6,The_Bad_One,28/06/2011,http://www.minecraftforum.net/topic/407213-166-flower-decorations11-uses-modloader/
[1.6.6] Server IP Remembering Tool,1.6.6,Jamezo97,26/06/2011,http://www.minecraftforum.net/topic/400940-166-server-ip-remembering-tool/
[V1.6.6] Dark_Cron's mods [NEW tomatoes],1.6.6,Dark_Cron,26/06/2011,http://www.minecraftforum.net/topic/401116-v166-dark-crons-mods-new-tomatoes/
[1.6.6]SkuikCreepers,1.6.6,Break95410,14/06/2011,http://www.minecraftforum.net/topic/379643-166skuikcreepers/
Zink Tools [1.6.6],1.6.6,jackismyname,13/06/2011,http://www.minecraftforum.net/topic/378944-zink-tools-166/
[1.6.6] Icey_dan1 Mods,1.6.6,Icey_dan1,11/6/2011,http://www.minecraftforum.net/topic/373529-166-icey-dan1-mods/
[MOD][1.6.6][V1.0]Animal Version]SpawnIt,1.6.6,guykamin,11/6/2011,http://www.minecraftforum.net/topic/374742-mod166v10animal-versionspawnit/
[1.6.6]Swordslam's Mods[1.6.6],1.6.6,Swordslam,10/6/2011,http://www.minecraftforum.net/topic/371546-166swordslams-mods166/
[1.6.6]Leathercraft[WIP],1.6.6,moklon,9/6/2011,http://www.minecraftforum.net/topic/370923-166leathercraftwip/
[1.6.6]Ores and Mores.....John's Mods,1.6.6,JohnyG(PT)SOAD,8/6/2011,http://www.minecraftforum.net/topic/367934-166ores-and-moresjohns-mods/
[1.6.6] Slyfox Silver Mod,1.6.6,Silsbie,7/6/2011,http://www.minecraftforum.net/topic/367290-166-slyfox-silver-mod/
[1.6.6]Stewb83's Misc Tweak Pack,1.6.6,stewb83,5/6/2011,http://www.minecraftforum.net/topic/363753-166stewb83s-misc-tweak-pack/
"[1.6.6]Better Glas Mod [OTHER STUFF, Fun]",1.6.6,Crosant,4/6/2011,http://www.minecraftforum.net/topic/361062-166better-glas-mod-other-stuff-fun/
[1.6.6] Softer Obsidian,1.6.6,CIATWD,3/7/2011,http://www.minecraftforum.net/topic/423590-166-softer-obsidian/
[1.6.6] Mad Cow Mod (First Mod),1.6.6,Mrblahblah200,31/05/2011,http://www.minecraftforum.net/topic/352818-166-mad-cow-mod-first-mod/
[1.6.6]Minecraft Wiki Links Menu 2.0 DISCONTINUED,1.6.6,iiFlippy,30/06/2011,http://www.minecraftforum.net/topic/413166-166minecraft-wiki-links-menu-20-discontinued/
[1.6.6] Thorinbur's mods (Better Fence),1.6.6,Thorinbur,30/06/2011,http://www.minecraftforum.net/topic/413273-166-thorinburs-mods-better-fence/
[1.6.6] X-Ray Glass Mod! See through the ground to bedrock!,1.6.6,sonicrage64,29/06/2011,http://www.minecraftforum.net/topic/410487-166-x-ray-glass-mod-see-through-the-ground-to-bedrock/
[1.6.6] SMP Creeper Explosion Nerf,1.6.6,Tux2,28/06/2011,http://www.minecraftforum.net/topic/409761-166-smp-creeper-explosion-nerf/
[1.6.6] Sandstone Variance Mod,1.6.6,darahalian,27/06/2011,http://www.minecraftforum.net/topic/403010-166-sandstone-variance-mod/
[1.6.6] EasyOres1.1,1.6.6,Tydronash-,27/06/2011,http://www.minecraftforum.net/topic/403221-166-easyores11/
[1.6.6] [WIP]Seleucus Artemisios,1.6.6,Jak2012,27/06/2011,http://www.minecraftforum.net/topic/404565-166-wipseleucus-artemisios/
[1.6.6]Yegrium Ore[WIP],1.6.6,Yegie,26/06/2011,http://www.minecraftforum.net/topic/402379-166yegrium-orewip/
[1.6.6] NetherInRealWorld [v1.0],1.6.6,Mathias-K,21/06/2011,http://www.minecraftforum.net/topic/397794-166-netherinrealworld-v10/
[1.6.6] Directional Woolstairs [V 0.1],1.6.6,Sparkydefay,20/06/2011,http://www.minecraftforum.net/topic/392593-166-directional-woolstairs-v-01/
[1.6.6] Eddie's Mods [June 17],1.6.6,EddieABb,17/06/2011,http://www.minecraftforum.net/topic/385658-166-eddies-mods-june-17/
[1.6.6] Changes Now! (1.2 New Slime and web spawning ),1.6.6,byronic,13/06/2011,http://www.minecraftforum.net/topic/378294-166-changes-now-12-new-slime-and-web-spawning/
[1.6.6] Manfredonium Mod [New Tools][New Ore],1.6.6,bigteddy97,12/6/2011,http://www.minecraftforum.net/topic/375579-166-manfredonium-mod-new-toolsnew-ore/
[1.6.6] DeadShrub-Mod,1.6.6,bigteddy97,11/6/2011,http://www.minecraftforum.net/topic/373336-166-deadshrub-mod/
[1.6.6]New Recipes,1.6.6,&gt;BlaBlaDieBlu&lt;,10/6/2011,http://www.minecraftforum.net/topic/372101-166new-recipes/
[1.6.6]  Better Obsidian Mod!,1.6.6,weirdo12,6/6/2011,http://www.minecraftforum.net/topic/364882-166-better-obsidian-mod/
[1.6.6] BabyCraft + Bonus Pack [WIP],1.6.6,NetShock,5/6/2011,http://www.minecraftforum.net/topic/362187-166-babycraft-bonus-pack-wip/
[1.6.6] InfiniteHealth Mod,1.6.6,AmpedExport,5/6/2011,http://www.minecraftforum.net/topic/363014-166-infinitehealth-mod/
[1.6.6] SeedsSoup v 0.1,1.6.6,conantbh,3/6/2011,http://www.minecraftforum.net/topic/358868-166-seedssoup-v-01/
[1.6.6]WhiteGold Mod,1.6.6,Beamdagger,2/6/2011,http://www.minecraftforum.net/topic/355918-166whitegold-mod/
[1.6.6]FastFood V3,1.6.6,Mystery2011,1/6/2011,http://www.minecraftforum.net/topic/354318-166fastfood-v3/
[1.6.6] Dud Mod V0.0.1,1.6.6,AGMangoJuice_97,31/05/2011,http://www.minecraftforum.net/topic/352100-166-dud-mod-v001/
[1.6.6] Softer Obsidian,1.6.6,Stormbow,30/05/2011,http://www.minecraftforum.net/topic/348768-166-softer-obsidian/
(WIP) Rooster's More Items Mod [1.6.6],1.6.6,RoosterInASuit,29/06/2011,http://www.minecraftforum.net/topic/411111-wip-roosters-more-items-mod-166/
[1.6.6] More Supplies (For Bulders) modloader compatible,1.6.6,alec_,29/05/2011,http://www.minecraftforum.net/topic/348409-166-more-supplies-for-bulders-modloader-compatible/
[1.6.6][MOD]Niceonegunit's Adius Crystals mod!,1.6.6,Niceonegunit,19/06/2011,http://www.minecraftforum.net/topic/389721-166modniceonegunits-adius-crystals-mod/
[1.6.6]Light Mod,1.6.6,JOJObaoel11,19/06/2011,http://www.minecraftforum.net/topic/389836-166light-mod/
[1.6.6] random mod,1.6.6,HyperG_Shooter,18/06/2011,http://www.minecraftforum.net/topic/388067-166-random-mod/
"[1.6.6] iRule's Mods [Better loot, Huggable creepers,And More!]",1.6.6,iRule782,18/06/2011,http://www.minecraftforum.net/topic/388088-166-irules-mods-better-loot-huggable-creepersand-more/
[1.6.6]Diamond From Cobblestone[This is old. Wow.],1.6.6,jaredferrell,16/06/2011,http://www.minecraftforum.net/topic/383295-166diamond-from-cobblestonethis-is-old-wow/
"[1.6.6]Msvisser's Mods: Tinted Glass, Pizza, etc...",1.6.6,msvisser,16/06/2011,http://www.minecraftforum.net/topic/383815-166msvissers-mods-tinted-glass-pizza-etc/
[1.6.6] Mod Pack,1.6.6,Executer22,15/06/2011,http://www.minecraftforum.net/topic/381669-166-mod-pack/
[1.6.6] Window-Mod [ModLoader],1.6.6,bigteddy97,12/6/2011,http://www.minecraftforum.net/topic/376910-166-window-mod-modloader/
[1.6.6][SMP][Bukkit] MailBox v1.1 - Send a package!,1.6.6,Safoo,10/6/2011,http://www.minecraftforum.net/topic/372370-166smpbukkit-mailbox-v11-send-a-package/
[1.6.6][SMP] Thoughtcomplex Mod Pack [v1.0],1.6.6,Falkreon,7/6/2011,http://www.minecraftforum.net/topic/366559-166smp-thoughtcomplex-mod-pack-v10/
[1.6.6] Better-Signs-Mod,1.6.6,XxB3AD13xX,3/6/2011,http://www.minecraftforum.net/topic/358587-166-better-signs-mod/
[1.6.6] Obsidian More Features Mod,1.6.6,KITT&amp;M4,3/6/2011,http://www.minecraftforum.net/topic/358876-166-obsidian-more-features-mod/
[1.6.6]Velocity Blocks Mod[MLv4][WIP],1.6.6,eatingchipz,2/6/2011,http://www.minecraftforum.net/topic/355930-166velocity-blocks-modmlv4wip/
[1.6.6] Starter Pack [1.0],1.6.6,spacechase0,2/6/2011,http://www.minecraftforum.net/topic/356525-166-starter-pack-10/
[1.6.6] RyanDriggett's Mods: SuperStone 0.9!,1.6.6,RyanDriggett,1/6/2011,http://www.minecraftforum.net/topic/354483-166-ryandriggetts-mods-superstone-09/
[1.6.6]MoﾂｴSlabs 1.0,1.6.6,janniboy,31/05/2011,http://www.minecraftforum.net/topic/352745-166mo%c2%b4slabs-10/
[1.6.6] Torch Burnout Mod [v1.0],1.6.6,raydarken,30/06/2011,http://www.minecraftforum.net/topic/413017-166-torch-burnout-mod-v10/
[1.6.6] Obsidian Softener,1.6.6,UltimateFart,29/05/2011,http://www.minecraftforum.net/topic/348154-166-obsidian-softener/
[1.6.6] TehPer's Persinium,1.6.6,Teh Pers,28/06/2011,http://www.minecraftforum.net/topic/410021-166-tehpers-persinium/
[1.6.6]Ken's Mods,1.6.6,kennymack007,27/06/2011,http://www.minecraftforum.net/topic/406284-166kens-mods/
"[V1.6.6][SMP] Scrambled Eggs, Mutton, Steak, Bacon, Chicken ...",1.6.6,Phanes03,26/06/2011,http://www.minecraftforum.net/topic/402761-v166smp-scrambled-eggs-mutton-steak-bacon-chicken/
[1.6.6]Redstone oscillator,1.6.6,gnepo,21/06/2011,http://www.minecraftforum.net/topic/396517-166redstone-oscillator/
[v1.6.6]Beginners Mod,1.6.6,ergolux98,19/06/2011,http://www.minecraftforum.net/topic/389692-v166beginners-mod/
[1.6.6]InstantDestroyer[singleplayer],1.6.6,addemod,19/06/2011,http://www.minecraftforum.net/topic/390100-166instantdestroyersingleplayer/
[1.6.6]TNT lovers,1.6.6,EddieABb,17/06/2011,http://www.minecraftforum.net/topic/384951-166tnt-lovers/
